s	phi-2.0	phi-2.1	phi-2.2	phi-2.3	phi-2.4	phi-2.5	phi-2.6	phi-2.7	phi-2.8	phi-2.9
244	0.6449	0.3137	0.1487	0.0687	0.0309	0.0135	0.0057	0.0024	0.0010	0.0004
245	0.6125	0.2974	0.1407	0.0649	0.0291	0.0127	0.0054	0.0022	0.0009	0.0003
246	0.5816	0.2819	0.1331	0.0612	0.0274	0.0119	0.0051	0.0021	0.0008	0.0003
247	0.5524	0.2672	0.1260	0.0578	0.0258	0.0112	0.0047	0.0019	0.0008	0.0003
248	0.5246	0.2533	0.1192	0.0546	0.0244	0.0106	0.0045	0.0018	0.0007	0.0003
249	0.4982	0.2401	0.1128	0.0516	0.0230	0.0099	0.0042	0.0017	0.0007	0.0003
250	0.4731	0.2276	0.1067	0.0487	0.0216	0.0093	0.0039	0.0016	0.0006	0.0002
251	0.4493	0.2158	0.1009	0.0460	0.0204	0.0088	0.0037	0.0015	0.0006	0.0002
252	0.4266	0.2045	0.0955	0.0434	0.0192	0.0083	0.0035	0.0014	0.0006	0.0002
253	0.4052	0.1939	0.0904	0.0410	0.0181	0.0078	0.0032	0.0013	0.0005	0.0002
254	0.3848	0.1838	0.0855	0.0387	0.0171	0.0073	0.0030	0.0012	0.0005	0.0002
255	0.3654	0.1742	0.0809	0.0366	0.0161	0.0069	0.0029	0.0012	0.0005	0.0002
256	0.3470	0.1651	0.0765	0.0345	0.0152	0.0065	0.0027	0.0011	0.0004	0.0002
257	0.3295	0.1565	0.0724	0.0326	0.0143	0.0061	0.0025	0.0010	0.0004	0.0001
258	0.3130	0.1484	0.0685	0.0308	0.0135	0.0057	0.0024	0.0009	0.0004	0.0001
259	0.2972	0.1407	0.0648	0.0291	0.0127	0.0054	0.0022	0.0009	0.0003	0.0001
260	0.2822	0.1333	0.0613	0.0275	0.0119	0.0051	0.0021	0.0008	0.0003	0.0001
261	0.2680	0.1264	0.0580	0.0259	0.0113	0.0048	0.0019	0.0008	0.0003	0.0001
262	0.2545	0.1198	0.0549	0.0245	0.0106	0.0045	0.0018	0.0007	0.0003	0.0001
263	0.2417	0.1136	0.0520	0.0231	0.0100	0.0042	0.0017	0.0007	0.0003	0.0001
264	0.2296	0.1077	0.0492	0.0218	0.0094	0.0040	0.0016	0.0006	0.0002	0.0001
265	0.2180	0.1021	0.0465	0.0206	0.0089	0.0037	0.0015	0.0006	0.0002	0.0001
266	0.2070	0.0967	0.0440	0.0195	0.0084	0.0035	0.0014	0.0006	0.0002	0.0001
267	0.1966	0.0917	0.0416	0.0184	0.0079	0.0033	0.0013	0.0005	0.0002	0.0001
268	0.1867	0.0869	0.0394	0.0174	0.0074	0.0031	0.0012	0.0005	0.0002	0.0001
269	0.1773	0.0824	0.0373	0.0164	0.0070	0.0029	0.0012	0.0005	0.0002	0.0001
270	0.1684	0.0781	0.0353	0.0155	0.0066	0.0027	0.0011	0.0004	0.0002	0.0001
271	0.1599	0.0741	0.0334	0.0146	0.0062	0.0026	0.0010	0.0004	0.0002	0.0001
272	0.1519	0.0702	0.0316	0.0138	0.0059	0.0024	0.0010	0.0004	0.0001	0.0001
273	0.1442	0.0665	0.0299	0.0130	0.0055	0.0023	0.0009	0.0004	0.0001	0.0000
274	0.1370	0.0631	0.0283	0.0123	0.0052	0.0021	0.0009	0.0003	0.0001	0.0000
275	0.1301	0.0598	0.0267	0.0116	0.0049	0.0020	0.0008	0.0003	0.0001	0.0000
276	0.1235	0.0567	0.0253	0.0110	0.0046	0.0019	0.0008	0.0003	0.0001	0.0000
277	0.1173	0.0537	0.0239	0.0104	0.0044	0.0018	0.0007	0.0003	0.0001	0.0000
278	0.1114	0.0509	0.0226	0.0098	0.0041	0.0017	0.0007	0.0003	0.0001	0.0000
279	0.1058	0.0483	0.0214	0.0092	0.0039	0.0016	0.0006	0.0002	0.0001	0.0000
280	0.1005	0.0458	0.0203	0.0087	0.0036	0.0015	0.0006	0.0002	0.0001	0.0000
281	0.0954	0.0434	0.0192	0.0082	0.0034	0.0014	0.0005	0.0002	0.0001	0.0000
282	0.0906	0.0411	0.0181	0.0078	0.0032	0.0013	0.0005	0.0002	0.0001	0.0000
283	0.0860	0.0390	0.0172	0.0073	0.0031	0.0012	0.0005	0.0002	0.0001	0.0000
284	0.0817	0.0370	0.0162	0.0069	0.0029	0.0012	0.0005	0.0002	0.0001	0.0000
285	0.0776	0.0350	0.0154	0.0066	0.0027	0.0011	0.0004	0.0002	0.0001	0.0000
286	0.0737	0.0332	0.0145	0.0062	0.0026	0.0010	0.0004	0.0001	0.0001	0.0000
287	0.0700	0.0315	0.0138	0.0058	0.0024	0.0010	0.0004	0.0001	0.0001	0.0000
288	0.0665	0.0298	0.0130	0.0055	0.0023	0.0009	0.0004	0.0001	0.0000	0.0000
289	0.0631	0.0283	0.0123	0.0052	0.0021	0.0009	0.0003	0.0001	0.0000	0.0000
290	0.0599	0.0268	0.0117	0.0049	0.0020	0.0008	0.0003	0.0001	0.0000	0.0000
291	0.0569	0.0254	0.0110	0.0046	0.0019	0.0008	0.0003	0.0001	0.0000	0.0000
292	0.0541	0.0241	0.0104	0.0044	0.0018	0.0007	0.0003	0.0001	0.0000	0.0000
293	0.0513	0.0228	0.0099	0.0041	0.0017	0.0007	0.0003	0.0001	0.0000	0.0000
294	0.0487	0.0216	0.0093	0.0039	0.0016	0.0006	0.0002	0.0001	0.0000	0.0000
295	0.0463	0.0205	0.0088	0.0037	0.0015	0.0006	0.0002	0.0001	0.0000	0.0000
296	0.0440	0.0195	0.0084	0.0035	0.0014	0.0006	0.0002	0.0001	0.0000	0.0000
297	0.0417	0.0184	0.0079	0.0033	0.0013	0.0005	0.0002	0.0001	0.0000	0.0000
298	0.0396	0.0175	0.0075	0.0031	0.0013	0.0005	0.0002	0.0001	0.0000	0.0000
299	0.0377	0.0166	0.0071	0.0029	0.0012	0.0005	0.0002	0.0001	0.0000	0.0000
300	0.0358	0.0157	0.0067	0.0028	0.0011	0.0004	0.0002	0.0001	0.0000	0.0000
301	0.0340	0.0149	0.0063	0.0026	0.0010	0.0004	0.0002	0.0001	0.0000	0.0000
302	0.0322	0.0141	0.0060	0.0025	0.0010	0.0004	0.0001	0.0001	0.0000	0.0000
303	0.0306	0.0134	0.0057	0.0023	0.0009	0.0004	0.0001	0.0000	0.0000	0.0000
304	0.0291	0.0127	0.0054	0.0022	0.0009	0.0003	0.0001	0.0000	0.0000	0.0000
305	0.0276	0.0120	0.0051	0.0021	0.0008	0.0003	0.0001	0.0000	0.0000	0.0000
306	0.0262	0.0114	0.0048	0.0020	0.0008	0.0003	0.0001	0.0000	0.0000	0.0000
307	0.0249	0.0108	0.0045	0.0019	0.0007	0.0003	0.0001	0.0000	0.0000	0.0000
308	0.0237	0.0102	0.0043	0.0018	0.0007	0.0003	0.0001	0.0000	0.0000	0.0000
309	0.0225	0.0097	0.0041	0.0017	0.0007	0.0002	0.0001	0.0000	0.0000	0.0000
310	0.0213	0.0092	0.0039	0.0016	0.0006	0.0002	0.0001	0.0000	0.0000	0.0000
311	0.0203	0.0087	0.0036	0.0015	0.0006	0.0002	0.0001	0.0000	0.0000	0.0000
312	0.0192	0.0083	0.0034	0.0014	0.0005	0.0002	0.0001	0.0000	0.0000	0.0000
313	0.0183	0.0078	0.0033	0.0013	0.0005	0.0002	0.0001	0.0000	0.0000	0.0000
314	0.0174	0.0074	0.0031	0.0012	0.0005	0.0002	0.0001	0.0000	0.0000	0.0000
315	0.0165	0.0070	0.0029	0.0012	0.0005	0.0002	0.0001	0.0000	0.0000	0.0000
316	0.0156	0.0067	0.0028	0.0011	0.0004	0.0002	0.0001	0.0000	0.0000	0.0000
317	0.0149	0.0063	0.0026	0.0010	0.0004	0.0002	0.0001	0.0000	0.0000	0.0000
318	0.0141	0.0060	0.0025	0.0010	0.0004	0.0001	0.0001	0.0000	0.0000	0.0000
319	0.0134	0.0057	0.0023	0.0009	0.0004	0.0001	0.0000	0.0000	0.0000	0.0000
320	0.0127	0.0054	0.0022	0.0009	0.0003	0.0001	0.0000	0.0000	0.0000	0.0000
321	0.0121	0.0051	0.0021	0.0008	0.0003	0.0001	0.0000	0.0000	0.0000	0.0000
322	0.0115	0.0048	0.0020	0.0008	0.0003	0.0001	0.0000	0.0000	0.0000	0.0000
323	0.0109	0.0046	0.0019	0.0007	0.0003	0.0001	0.0000	0.0000	0.0000	0.0000
324	0.0104	0.0044	0.0018	0.0007	0.0003	0.0001	0.0000	0.0000	0.0000	0.0000
325	0.0098	0.0041	0.0017	0.0007	0.0003	0.0001	0.0000	0.0000	0.0000	0.0000
326	0.0093	0.0039	0.0016	0.0006	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000
327	0.0089	0.0037	0.0015	0.0006	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000
328	0.0084	0.0035	0.0014	0.0006	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000
329	0.0080	0.0033	0.0013	0.0005	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000
330	0.0076	0.0032	0.0013	0.0005	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000
331	0.0072	0.0030	0.0012	0.0005	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000
332	0.0068	0.0028	0.0011	0.0004	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000
333	0.0065	0.0027	0.0011	0.0004	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000
334	0.0062	0.0025	0.0010	0.0004	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000
335	0.0059	0.0024	0.0010	0.0004	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000
336	0.0056	0.0023	0.0009	0.0004	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000
337	0.0053	0.0022	0.0009	0.0003	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000
338	0.0050	0.0021	0.0008	0.0003	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000
339	0.0048	0.0020	0.0008	0.0003	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000
340	0.0045	0.0019	0.0007	0.0003	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000
341	0.0043	0.0018	0.0007	0.0003	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000
342	0.0041	0.0017	0.0007	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000
343	0.0039	0.0016	0.0006	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000
344	0.0037	0.0015	0.0006	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000
345	0.0035	0.0014	0.0006	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000
346	0.0033	0.0013	0.0005	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000
347	0.0032	0.0013	0.0005	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000
348	0.0030	0.0012	0.0005	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000
349	0.0028	0.0011	0.0004	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000
350	0.0027	0.0011	0.0004	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000
351	0.0026	0.0010	0.0004	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000
352	0.0024	0.0010	0.0004	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000
353	0.0023	0.0009	0.0004	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
354	0.0022	0.0009	0.0003	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
355	0.0021	0.0008	0.0003	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
356	0.0020	0.0008	0.0003	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
357	0.0019	0.0007	0.0003	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
358	0.0018	0.0007	0.0003	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
359	0.0017	0.0007	0.0003	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
360	0.0016	0.0006	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
361	0.0015	0.0006	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
362	0.0015	0.0006	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
363	0.0014	0.0005	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
364	0.0013	0.0005	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
365	0.0012	0.0005	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
366	0.0012	0.0005	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
367	0.0011	0.0004	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
368	0.0011	0.0004	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
369	0.0010	0.0004	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
370	0.0010	0.0004	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
371	0.0009	0.0004	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
372	0.0009	0.0003	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
373	0.0008	0.0003	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
374	0.0008	0.0003	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
375	0.0007	0.0003	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
376	0.0007	0.0003	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
377	0.0007	0.0003	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
378	0.0006	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
379	0.0006	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
380	0.0006	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
381	0.0005	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
382	0.0005	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
383	0.0005	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
384	0.0005	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
385	0.0004	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
386	0.0004	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
387	0.0004	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
388	0.0004	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
389	0.0004	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
390	0.0003	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
391	0.0003	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
392	0.0003	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
393	0.0003	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
394	0.0003	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
395	0.0003	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
396	0.0003	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
397	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
398	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
399	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
400	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
401	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
402	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
403	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
404	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
405	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
406	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
407	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
408	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
409	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
410	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
411	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
412	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
413	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
414	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
415	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
416	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
417	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
418	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
419	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
420	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
421	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
422	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
423	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
424	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
425	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
426	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
427	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
428	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
429	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
430	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
431	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
432	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
433	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
434	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
435	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
436	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
437	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
438	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
439	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
440	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
441	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
442	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
443	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
444	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
445	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
446	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
447	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
448	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
449	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
450	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
451	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
452	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
453	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
454	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
455	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
456	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
457	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
458	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
459	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
460	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
461	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
462	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
463	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
464	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
465	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
466	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
467	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
468	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
469	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
470	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
471	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
472	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
473	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
474	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
475	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
476	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
477	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
478	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
479	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
480	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
481	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
482	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
483	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
484	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
485	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
486	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
487	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
488	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
489	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
490	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
491	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
492	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
493	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
494	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
495	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
496	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
497	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
498	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
499	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
501	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
502	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
503	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
504	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
505	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
506	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
507	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
508	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
509	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
510	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
