CPU	GPU	log10(CPU/GPU)
3.9283000000e-11	3.9283000000e-11	0.0000000000e+00
4.6532000000e-11	4.6532000000e-11	0.0000000000e+00
5.4008000000e-11	5.4008000000e-11	0.0000000000e+00
6.1748000000e-11	6.1748000000e-11	0.0000000000e+00
6.9567000000e-11	6.9567000000e-11	0.0000000000e+00
7.7371000000e-11	7.7371000000e-11	0.0000000000e+00
8.4704000000e-11	8.4704000000e-11	0.0000000000e+00
9.1420000000e-11	9.1420000000e-11	0.0000000000e+00
9.7115000000e-11	9.7115000000e-11	0.0000000000e+00
1.0152000000e-10	1.0152000000e-10	0.0000000000e+00
1.0421000000e-10	1.0421000000e-10	0.0000000000e+00
1.0498000000e-10	1.0498000000e-10	0.0000000000e+00
1.0401000000e-10	1.0401000000e-10	0.0000000000e+00
1.0143000000e-10	1.0143000000e-10	0.0000000000e+00
9.7741000000e-11	9.7741000000e-11	0.0000000000e+00
9.3468000000e-11	9.3468000000e-11	0.0000000000e+00
8.9129000000e-11	8.9129000000e-11	0.0000000000e+00
8.5518000000e-11	8.5518000000e-11	0.0000000000e+00
8.4606000000e-11	8.4606000000e-11	0.0000000000e+00
8.6753000000e-11	8.6753000000e-11	0.0000000000e+00
8.9580000000e-11	8.9580000000e-11	0.0000000000e+00
9.2798000000e-11	9.2798000000e-11	0.0000000000e+00
9.6053000000e-11	9.6053000000e-11	0.0000000000e+00
9.8777000000e-11	9.8777000000e-11	0.0000000000e+00
1.0088000000e-10	1.0088000000e-10	0.0000000000e+00
1.0169000000e-10	1.0169000000e-10	0.0000000000e+00
1.0123000000e-10	1.0123000000e-10	0.0000000000e+00
9.9280000000e-11	9.9280000000e-11	0.0000000000e+00
9.5809000000e-11	9.5808000000e-11	4.5329431304e-06
9.0547000000e-11	9.0547000000e-11	0.0000000000e+00
8.6392000000e-11	8.6392000000e-11	0.0000000000e+00
8.2158000000e-11	8.2158000000e-11	0.0000000000e+00
7.6487000000e-11	7.6487000000e-11	0.0000000000e+00
6.9421000000e-11	6.9421000000e-11	0.0000000000e+00
6.1312000000e-11	6.1312000000e-11	0.0000000000e+00
5.2482000000e-11	5.2482000000e-11	0.0000000000e+00
4.3408000000e-11	4.3408000000e-11	0.0000000000e+00
3.6638000000e-11	3.6638000000e-11	0.0000000000e+00
2.9810000000e-11	2.9810000000e-11	0.0000000000e+00
2.3195000000e-11	2.3195000000e-11	0.0000000000e+00
1.7293000000e-11	1.7293000000e-11	0.0000000000e+00
1.2348000000e-11	1.2348000000e-11	0.0000000000e+00
9.3944000000e-12	9.3944000000e-12	0.0000000000e+00
7.1731000000e-12	7.1731000000e-12	0.0000000000e+00
5.6497000000e-12	5.6497000000e-12	0.0000000000e+00
4.7662000000e-12	4.7662000000e-12	0.0000000000e+00
4.4875000000e-12	4.4875000000e-12	0.0000000000e+00
4.8355000000e-12	4.8355000000e-12	0.0000000000e+00
6.0202000000e-12	6.0202000000e-12	0.0000000000e+00
8.5049000000e-12	8.5049000000e-12	0.0000000000e+00
1.3186000000e-11	1.3186000000e-11	0.0000000000e+00
2.1582000000e-11	2.1582000000e-11	0.0000000000e+00
3.6700000000e-11	3.6700000000e-11	0.0000000000e+00
6.6966000000e-11	6.6966000000e-11	0.0000000000e+00
1.1794000000e-10	1.1794000000e-10	0.0000000000e+00
1.9758000000e-10	1.9758000000e-10	0.0000000000e+00
3.3756000000e-10	3.3756000000e-10	0.0000000000e+00
5.4803000000e-10	5.4803000000e-10	0.0000000000e+00
8.3199000000e-10	8.3199000000e-10	0.0000000000e+00
1.2750000000e-09	1.2750000000e-09	0.0000000000e+00
1.8670000000e-09	1.8670000000e-09	0.0000000000e+00
2.5560000000e-09	2.5560000000e-09	0.0000000000e+00
3.3214000000e-09	3.3214000000e-09	0.0000000000e+00
4.4320000000e-09	4.4320000000e-09	0.0000000000e+00
5.5557000000e-09	5.5557000000e-09	0.0000000000e+00
6.6256000000e-09	6.6256000000e-09	0.0000000000e+00
7.5800000000e-09	7.5800000000e-09	0.0000000000e+00
8.3891000000e-09	8.3891000000e-09	0.0000000000e+00
9.0241000000e-09	9.0241000000e-09	0.0000000000e+00
9.4896000000e-09	9.4896000000e-09	0.0000000000e+00
9.7850000000e-09	9.7850000000e-09	0.0000000000e+00
9.9386000000e-09	9.9386000000e-09	0.0000000000e+00
9.9662000000e-09	9.9662000000e-09	0.0000000000e+00
9.9174000000e-09	9.9174000000e-09	0.0000000000e+00
9.8328000000e-09	9.8328000000e-09	0.0000000000e+00
9.7819000000e-09	9.7819000000e-09	0.0000000000e+00
9.7646000000e-09	9.7646000000e-09	0.0000000000e+00
9.8198000000e-09	9.8198000000e-09	0.0000000000e+00
9.9091000000e-09	9.9090000000e-09	4.3828064437e-06
1.0013000000e-08	1.0013000000e-08	0.0000000000e+00
1.0113000000e-08	1.0113000000e-08	0.0000000000e+00
1.0170000000e-08	1.0170000000e-08	0.0000000000e+00
1.0174000000e-08	1.0174000000e-08	0.0000000000e+00
1.0145000000e-08	1.0145000000e-08	0.0000000000e+00
1.0066000000e-08	1.0066000000e-08	0.0000000000e+00
9.9562000000e-09	9.9562000000e-09	0.0000000000e+00
9.7715000000e-09	9.7715000000e-09	0.0000000000e+00
9.5801000000e-09	9.5801000000e-09	0.0000000000e+00
9.3830000000e-09	9.3830000000e-09	0.0000000000e+00
9.1811000000e-09	9.1811000000e-09	0.0000000000e+00
8.9752000000e-09	8.9752000000e-09	0.0000000000e+00
8.7662000000e-09	8.7662000000e-09	0.0000000000e+00
8.5549000000e-09	8.5549000000e-09	0.0000000000e+00
8.3420000000e-09	8.3420000000e-09	0.0000000000e+00
8.1284000000e-09	8.1284000000e-09	0.0000000000e+00
7.9147000000e-09	7.9147000000e-09	0.0000000000e+00
7.7015000000e-09	7.7015000000e-09	0.0000000000e+00
7.4894000000e-09	7.4894000000e-09	0.0000000000e+00
7.2791000000e-09	7.2791000000e-09	0.0000000000e+00
7.0711000000e-09	7.0711000000e-09	0.0000000000e+00
6.8658000000e-09	6.8658000000e-09	0.0000000000e+00
4.7028000000e-11	4.7028000000e-11	0.0000000000e+00
5.5628000000e-11	5.5628000000e-11	0.0000000000e+00
6.4399000000e-11	6.4399000000e-11	0.0000000000e+00
7.3460000000e-11	7.3460000000e-11	0.0000000000e+00
8.2472000000e-11	8.2472000000e-11	0.0000000000e+00
9.1288000000e-11	9.1288000000e-11	0.0000000000e+00
9.9637000000e-11	9.9637000000e-11	0.0000000000e+00
1.0691000000e-10	1.0691000000e-10	0.0000000000e+00
1.1292000000e-10	1.1292000000e-10	0.0000000000e+00
1.1684000000e-10	1.1684000000e-10	0.0000000000e+00
1.1870000000e-10	1.1870000000e-10	0.0000000000e+00
1.1812000000e-10	1.1812000000e-10	0.0000000000e+00
1.1519000000e-10	1.1519000000e-10	0.0000000000e+00
1.1008000000e-10	1.1008000000e-10	0.0000000000e+00
1.0347000000e-10	1.0347000000e-10	0.0000000000e+00
9.6026000000e-11	9.6026000000e-11	0.0000000000e+00
8.9178000000e-11	8.9178000000e-11	0.0000000000e+00
8.6897000000e-11	8.6897000000e-11	0.0000000000e+00
8.7458000000e-11	8.7458000000e-11	0.0000000000e+00
8.9314000000e-11	8.9314000000e-11	0.0000000000e+00
9.2370000000e-11	9.2370000000e-11	0.0000000000e+00
9.6126000000e-11	9.6126000000e-11	0.0000000000e+00
1.0011000000e-10	1.0011000000e-10	0.0000000000e+00
1.0357000000e-10	1.0357000000e-10	0.0000000000e+00
1.0627000000e-10	1.0627000000e-10	0.0000000000e+00
1.0792000000e-10	1.0792000000e-10	0.0000000000e+00
1.0840000000e-10	1.0840000000e-10	0.0000000000e+00
1.0778000000e-10	1.0778000000e-10	0.0000000000e+00
1.0585000000e-10	1.0585000000e-10	0.0000000000e+00
1.0360000000e-10	1.0360000000e-10	0.0000000000e+00
1.0268000000e-10	1.0268000000e-10	0.0000000000e+00
9.9989000000e-11	9.9989000000e-11	0.0000000000e+00
9.5626000000e-11	9.5626000000e-11	0.0000000000e+00
8.9512000000e-11	8.9512000000e-11	0.0000000000e+00
8.2180000000e-11	8.2180000000e-11	0.0000000000e+00
7.3583000000e-11	7.3583000000e-11	0.0000000000e+00
6.4038000000e-11	6.4038000000e-11	0.0000000000e+00
5.5662000000e-11	5.5662000000e-11	0.0000000000e+00
4.7589000000e-11	4.7589000000e-11	0.0000000000e+00
3.8876000000e-11	3.8876000000e-11	0.0000000000e+00
3.0259000000e-11	3.0259000000e-11	0.0000000000e+00
2.2369000000e-11	2.2369000000e-11	0.0000000000e+00
1.6405000000e-11	1.6405000000e-11	0.0000000000e+00
1.2518000000e-11	1.2518000000e-11	0.0000000000e+00
9.7042000000e-12	9.7042000000e-12	0.0000000000e+00
7.9635000000e-12	7.9635000000e-12	0.0000000000e+00
7.2559000000e-12	7.2559000000e-12	0.0000000000e+00
7.5991000000e-12	7.5992000000e-12	-5.7150402599e-06
9.2783000000e-12	9.2783000000e-12	0.0000000000e+00
1.2922000000e-11	1.2922000000e-11	0.0000000000e+00
1.9731000000e-11	1.9731000000e-11	0.0000000000e+00
3.1687000000e-11	3.1687000000e-11	0.0000000000e+00
5.2956000000e-11	5.2956000000e-11	0.0000000000e+00
9.3758000000e-11	9.3758000000e-11	0.0000000000e+00
1.6037000000e-10	1.6037000000e-10	0.0000000000e+00
2.6288000000e-10	2.6288000000e-10	0.0000000000e+00
