CPU	GPU	log10(CPU/GPU)
3.5028000000e-24	3.5028000000e-24	0.0000000000e+00
6.3890000000e-24	6.3890000000e-24	0.0000000000e+00
1.1240000000e-23	1.1240000000e-23	0.0000000000e+00
1.9251000000e-23	1.9251000000e-23	0.0000000000e+00
3.2113000000e-23	3.2113000000e-23	0.0000000000e+00
5.2340000000e-23	5.2339000000e-23	8.2976429259e-06
8.2913000000e-23	8.2913000000e-23	0.0000000000e+00
1.2803000000e-22	1.2803000000e-22	0.0000000000e+00
1.9218000000e-22	1.9218000000e-22	0.0000000000e+00
2.8038000000e-22	2.8038000000e-22	0.0000000000e+00
3.9633000000e-22	3.9633000000e-22	0.0000000000e+00
5.4255000000e-22	5.4255000000e-22	0.0000000000e+00
7.2287000000e-22	7.2287000000e-22	0.0000000000e+00
9.3941000000e-22	9.3941000000e-22	0.0000000000e+00
1.2002000000e-21	1.2002000000e-21	0.0000000000e+00
1.5199000000e-21	1.5199000000e-21	0.0000000000e+00
1.9234000000e-21	1.9234000000e-21	0.0000000000e+00
2.4681000000e-21	2.4681000000e-21	0.0000000000e+00
3.2699000000e-21	3.2699000000e-21	0.0000000000e+00
4.5118000000e-21	4.5118000000e-21	0.0000000000e+00
6.3197000000e-21	6.3197000000e-21	0.0000000000e+00
8.9104000000e-21	8.9104000000e-21	0.0000000000e+00
1.2547000000e-20	1.2547000000e-20	0.0000000000e+00
1.7461000000e-20	1.7461000000e-20	0.0000000000e+00
2.4004000000e-20	2.4004000000e-20	0.0000000000e+00
3.2257000000e-20	3.2257000000e-20	0.0000000000e+00
4.2463000000e-20	4.2463000000e-20	0.0000000000e+00
5.4599000000e-20	5.4599000000e-20	0.0000000000e+00
6.8557000000e-20	6.8557000000e-20	0.0000000000e+00
8.3630000000e-20	8.3630000000e-20	0.0000000000e+00
1.0013000000e-19	1.0013000000e-19	0.0000000000e+00
1.1923000000e-19	1.1923000000e-19	0.0000000000e+00
1.3841000000e-19	1.3840000000e-19	3.1378525494e-05
1.5617000000e-19	1.5617000000e-19	0.0000000000e+00
1.7170000000e-19	1.7170000000e-19	0.0000000000e+00
1.8402000000e-19	1.8402000000e-19	0.0000000000e+00
1.9276000000e-19	1.9276000000e-19	0.0000000000e+00
1.9873000000e-19	1.9873000000e-19	0.0000000000e+00
2.0353000000e-19	2.0353000000e-19	0.0000000000e+00
2.0348000000e-19	2.0348000000e-19	0.0000000000e+00
2.0080000000e-19	2.0080000000e-19	0.0000000000e+00
1.9696000000e-19	1.9696000000e-19	0.0000000000e+00
1.9637000000e-19	1.9637000000e-19	0.0000000000e+00
2.0699000000e-19	2.0699000000e-19	0.0000000000e+00
2.3115000000e-19	2.3115000000e-19	0.0000000000e+00
2.8024000000e-19	2.8024000000e-19	0.0000000000e+00
3.7757000000e-19	3.7757000000e-19	0.0000000000e+00
5.7110000000e-19	5.7110000000e-19	0.0000000000e+00
